ye case.dat
dekilersin case.loc,<ki>,num.pl,cop.pres,v2s
dekileriz case.loc,<ki>,num.pl,cop.pres,v1p
dekilersiniz case.loc,<ki>,num.pl,cop.pres,v2p
dekilersem case.loc,<ki>,num.pl,cop.cond,v1s
dekilersen case.loc,<ki>,num.pl,cop.cond,v2s
dekilerse case.loc,<ki>,num.pl,cop.cond,v3s
dekilersek case.loc,<ki>,num.pl,cop.cond,v1p
dekilerseniz case.loc,<ki>,num.pl,cop.cond,v2p
dekilerseler case.loc,<ki>,num.pl,cop.cond,v3p
dekilerdim case.loc,<ki>,num.pl,cop.past,v1s
dekilerdin case.loc,<ki>,num.pl,cop.past,v2s
dekilerdi case.loc,<ki>,num.pl,cop.past,v3s
dekilerdik case.loc,<ki>,num.pl,cop.past,v1p
dekilerdiniz case.loc,<ki>,num.pl,cop.past,v2p
dekilerdiler case.loc,<ki>,num.pl,cop.past,v3p
dekilermişim case.loc,<ki>,num.pl,cop.evid,v1s
dekilermişsin case.loc,<ki>,num.pl,cop.evid,v2s
dekilermiş case.loc,<ki>,num.pl,cop.evid,v3s
dekilermişiz case.loc,<ki>,num.pl,cop.evid,v1p
dekilermişsiniz case.loc,<ki>,num.pl,cop.evid,v2p
dekilermişler case.loc,<ki>,num.pl,cop.evid,v3p
dekileriyken case.loc,<ki>,num.pl,case.acc,converb
dekileriykenki case.loc,<ki>,num.pl,case.acc,converb,<ki>
dekileriysem case.loc,<ki>,num.pl,case.acc,cop.cond,v1s
dekileriysen case.loc,<ki>,num.pl,case.acc,cop.cond,v2s
dekileriyse case.loc,<ki>,num.pl,case.acc,cop.cond,v3s
dekileriysek case.loc,<ki>,num.pl,case.acc,cop.cond,v1p
dekileriyseniz case.loc,<ki>,num.pl,case.acc,cop.cond,v2p
dekileriyseler case.loc,<ki>,num.pl,case.acc,cop.cond,v3p
dekileriyim case.loc,<ki>,num.pl,case.acc,cop.pres,v1s
dekilerisin case.loc,<ki>,num.pl,case.acc,cop.pres,v2s
dekileriyiz case.loc,<ki>,num.pl,case.acc,cop.pres,v1p
dekilerisiniz case.loc,<ki>,num.pl,case.acc,cop.pres,v2p
dekileriler case.loc,<ki>,num.pl,case.acc,cop.pres,v3p
dekileriydim case.loc,<ki>,num.pl,case.acc,cop.past,v1s
dekileriydin case.loc,<ki>,num.pl,case.acc,cop.past,v2s
dekileriydi case.loc,<ki>,num.pl,case.acc,cop.past,v3s
dekileriydik case.loc,<ki>,num.pl,case.acc,cop.past,v1p
dekileriydiniz case.loc,<ki>,num.pl,case.acc,cop.past,v2p
dekileriydiler case.loc,<ki>,num.pl,case.acc,cop.past,v3p
dekilerilerdi case.loc,<ki>,num.pl,case.acc,cop.past,v3p
dekileriymişim case.loc,<ki>,num.pl,case.acc,cop.evid,v1s
dekileriymişsin case.loc,<ki>,num.pl,case.acc,cop.evid,v2s
dekileriymiş case.loc,<ki>,num.pl,case.acc,cop.evid,v3s
dekileriymişiz case.loc,<ki>,num.pl,case.acc,cop.evid,v1p
dekileriymişsiniz case.loc,<ki>,num.pl,case.acc,cop.evid,v2p
dekileriymişler case.loc,<ki>,num.pl,case.acc,cop.evid,v3p
dekileriyimdir case.loc,<ki>,num.pl,case.acc,cop.gen.1p.sg
dekilerisindir case.loc,<ki>,num.pl,case.acc,cop.gen.2p.sg
dekileridir case.loc,<ki>,num.pl,case.acc,cop.gen.3p.sg
dekileriyizdir case.loc,<ki>,num.pl,case.acc,cop.gen.1p.pl
dekilerisinizdir case.loc,<ki>,num.pl,case.acc,cop.gen.2p.pl
dekileridirler case.loc,<ki>,num.pl,case.acc,cop.gen.3p.pl
dekilerilerdir case.loc,<ki>,num.pl,case.acc,cop.gen.3p.pl
dekilereyken case.loc,<ki>,num.pl,case.dat,converb
dekilereykenki case.loc,<ki>,num.pl,case.dat,converb,<ki>,num.pl
dekilereysem case.loc,<ki>,num.pl,case.dat,cop.cond,v1s
dekilereysen case.loc,<ki>,num.pl,case.dat,cop.cond,v2s
dekilereyse case.loc,<ki>,num.pl,case.dat,cop.cond,v3s
dekilereysek case.loc,<ki>,num.pl,case.dat,cop.cond,v1p
dekilereyseniz case.loc,<ki>,num.pl,case.dat,cop.cond,v2p
dekilereyseler case.loc,<ki>,num.pl,case.dat,cop.cond,v3p
dekilereyim case.loc,<ki>,num.pl,case.dat,cop.pres,v1s
dekileresin case.loc,<ki>,num.pl,case.dat,cop.pres,v2s
dekilereyiz case.loc,<ki>,num.pl,case.dat,cop.pres,v1p
dekileresiniz case.loc,<ki>,num.pl,case.dat,cop.pres,v2p
dekilereler case.loc,<ki>,num.pl,case.dat,cop.pres,v3p
dekilereydim case.loc,<ki>,num.pl,case.dat,cop.past,v1s
dekilereydin case.loc,<ki>,num.pl,case.dat,cop.past,v2s
dekilereydi case.loc,<ki>,num.pl,case.dat,cop.past,v3s
dekilereydik case.loc,<ki>,num.pl,case.dat,cop.past,v1p
dekilereydiniz case.loc,<ki>,num.pl,case.dat,cop.past,v2p
dekilereydiler case.loc,<ki>,num.pl,case.dat,cop.past,v3p
dekilerelerdi case.loc,<ki>,num.pl,case.dat,cop.past,v3p
dekilereymişim case.loc,<ki>,num.pl,case.dat,cop.evid,v1s
dekilereymişsin case.loc,<ki>,num.pl,case.dat,cop.evid,v2s
dekilereymiş case.loc,<ki>,num.pl,case.dat,cop.evid,v3s
dekilereymişiz case.loc,<ki>,num.pl,case.dat,cop.evid,v1p
dekilereymişsiniz case.loc,<ki>,num.pl,case.dat,cop.evid,v2p
dekilereymişler case.loc,<ki>,num.pl,case.dat,cop.evid,v3p
dekilereyimdir case.loc,<ki>,num.pl,case.dat,cop.gen.1p.sg
dekileresindir case.loc,<ki>,num.pl,case.dat,cop.gen.2p.sg
dekileredir case.loc,<ki>,num.pl,case.dat,cop.gen.3p.sg
dekilereyizdir case.loc,<ki>,num.pl,case.dat,cop.gen.1p.pl
dekileresinizdir case.loc,<ki>,num.pl,case.dat,cop.gen.2p.pl
dekileredirler case.loc,<ki>,num.pl,case.dat,cop.gen.3p.pl
dekilerdeyken case.loc,<ki>,num.pl,case.loc,converb
dekilerdeykenki case.loc,<ki>,num.pl,case.loc,converb,<ki>
dekilerdeyimdir case.loc,<ki>,num.pl,case.loc,cop.gen.1p.sg
dekilerdesindir case.loc,<ki>,num.pl,case.loc,cop.gen.2p.sg
dekilerdedir case.loc,<ki>,num.pl,case.loc,cop.gen.3p.sg
dekilerdeyizdir case.loc,<ki>,num.pl,case.loc,cop.gen.1p.pl
dekilerdesinizdir case.loc,<ki>,num.pl,case.loc,cop.gen.2p.pl
dekilerdedirler case.loc,<ki>,num.pl,case.loc,cop.gen.3p.pl
dekilerdelerdir case.loc,<ki>,num.pl,case.loc,cop.gen.3p.pl
dekilerdeyim case.loc,<ki>,num.pl,case.loc,cop.pres,v1s
dekilerdesin case.loc,<ki>,num.pl,case.loc,cop.pres,v2s
dekilerdeyiz case.loc,<ki>,num.pl,case.loc,cop.pres,v1p
dekilerdesiniz case.loc,<ki>,num.pl,case.loc,cop.pres,v2p
dekilerdeler case.loc,<ki>,num.pl,case.loc,cop.pres,v3p
dekilerdeysem case.loc,<ki>,num.pl,case.loc,cop.cond,v1s
dekilerdeysen case.loc,<ki>,num.pl,case.loc,cop.cond,v2s
dekilerdeyse case.loc,<ki>,num.pl,case.loc,cop.cond,v3s
dekilerdeysek case.loc,<ki>,num.pl,case.loc,cop.cond,v1p
dekilerdeyseniz case.loc,<ki>,num.pl,case.loc,cop.cond,v2p
dekilerdeyseler case.loc,<ki>,num.pl,case.loc,cop.cond,v3p
dekilerdeydim case.loc,<ki>,num.pl,case.loc,cop.past,v1s
dekilerdeydin case.loc,<ki>,num.pl,case.loc,cop.past,v2s
dekilerdeydi case.loc,<ki>,num.pl,case.loc,cop.past,v3s
dekilerdeydik case.loc,<ki>,num.pl,case.loc,cop.past,v1p
dekilerdeydiniz case.loc,<ki>,num.pl,case.loc,cop.past,v2p
dekilerdelerdi case.loc,<ki>,num.pl,case.loc,cop.past,v3p
dekilerdeydiler case.loc,<ki>,num.pl,case.loc,cop.past,v3p
dekilerdeymişim case.loc,<ki>,num.pl,case.loc,cop.evid,v1s
dekilerdeymişsin case.loc,<ki>,num.pl,case.loc,cop.evid,v2s
dekilerdeymiş case.loc,<ki>,num.pl,case.loc,cop.evid,v3s
dekilerdeymişiz case.loc,<ki>,num.pl,case.loc,cop.evid,v1p
dekilerdeymişsiniz case.loc,<ki>,num.pl,case.loc,cop.evid,v2p
dekilerdeymişler case.loc,<ki>,num.pl,case.loc,cop.evid,v3p
dekilerdelermiş case.loc,<ki>,num.pl,case.loc,cop.evid,v3p
dekilerdenken case.loc,<ki>,num.pl,case.abl,converb
dekilerdenkenki case.loc,<ki>,num.pl,case.abl,converb,<ki>
dekilerdenimdir case.loc,<ki>,num.pl,case.abl,cop.gen.1p.sg
dekilerdensindir case.loc,<ki>,num.pl,case.abl,cop.gen.2p.sg
dekilerdendir case.loc,<ki>,num.pl,case.abl,cop.gen.3p.sg
dekilerdenizdir case.loc,<ki>,num.pl,case.abl,cop.gen.1p.pl
dekilerdensinizdir case.loc,<ki>,num.pl,case.abl,cop.gen.2p.pl
dekilerdendirler case.loc,<ki>,num.pl,case.abl,cop.gen.3p.pl
dekilerdenlerdir case.loc,<ki>,num.pl,case.abl,cop.gen.3p.pl
dekilerdenim case.loc,<ki>,num.pl,case.abl,cop.pres,v1s
dekilerdensin case.loc,<ki>,num.pl,case.abl,cop.pres,v2s
dekilerdenyiz case.loc,<ki>,num.pl,case.abl,cop.pres,v1p
dekilerdensiniz case.loc,<ki>,num.pl,case.abl,cop.pres,v2p
dekilerdenler case.loc,<ki>,num.pl,case.abl,cop.pres,v3p
dekilerdensem case.loc,<ki>,num.pl,case.abl,cop.cond,v1s
dekilerdensen case.loc,<ki>,num.pl,case.abl,cop.cond,v2s
dekilerdense case.loc,<ki>,num.pl,case.abl,cop.cond,v3s
dekilerdensek case.loc,<ki>,num.pl,case.abl,cop.cond,v1p
dekilerdenseniz case.loc,<ki>,num.pl,case.abl,cop.cond,v2p
dekilerdenseler case.loc,<ki>,num.pl,case.abl,cop.cond,v3p
dekilerdendim case.loc,<ki>,num.pl,case.abl,cop.past,v1s
dekilerdendin case.loc,<ki>,num.pl,case.abl,cop.past,v2s
dekilerdendi case.loc,<ki>,num.pl,case.abl,cop.past,v3s
dekilerdendik case.loc,<ki>,num.pl,case.abl,cop.past,v1p
dekilerdendiniz case.loc,<ki>,num.pl,case.abl,cop.past,v2p
dekilerdenlerdi case.loc,<ki>,num.pl,case.abl,cop.past,v3p
dekilerdendiler case.loc,<ki>,num.pl,case.abl,cop.past,v3p
dekilerdenmişim case.loc,<ki>,num.pl,case.abl,cop.evid,v1s
dekilerdenmişsin case.loc,<ki>,num.pl,case.abl,cop.evid,v2s
dekilerdenmiş case.loc,<ki>,num.pl,case.abl,cop.evid,v3s
dekilerdenmişiz case.loc,<ki>,num.pl,case.abl,cop.evid,v1p
dekilerdenmişsiniz case.loc,<ki>,num.pl,case.abl,cop.evid,v2p
dekilerdeymişler case.loc,<ki>,num.pl,case.abl,cop.evid,v3p
dekilerdenlermiş case.loc,<ki>,num.pl,case.abl,cop.evid,v3p
dekilerleyken case.loc,<ki>,num.pl,case.instr,converb
dekilerleykenki case.loc,<ki>,num.pl,case.instr,converb,<ki>
dekilerleyimdir case.loc,<ki>,num.pl,case.instr,cop.gen.1p.sg
dekilerlesindir case.loc,<ki>,num.pl,case.instr,cop.gen.2p.sg
dekilerledir case.loc,<ki>,num.pl,case.instr,cop.gen.3p.sg
dekilerleyizdir case.loc,<ki>,num.pl,case.instr,cop.gen.1p.pl
dekilerlesinizdir case.loc,<ki>,num.pl,case.instr,cop.gen.2p.pl
dekilerledirler case.loc,<ki>,num.pl,case.instr,cop.gen.3p.pl
dekilerlelerdir case.loc,<ki>,num.pl,case.instr,cop.gen.3p.pl
dekilerleyim case.loc,<ki>,num.pl,case.instr,cop.pres,v1s
dekilerlesin case.loc,<ki>,num.pl,case.instr,cop.pres,v2s
dekilerleyiz case.loc,<ki>,num.pl,case.instr,cop.pres,v1p
dekilerlesiniz case.loc,<ki>,num.pl,case.instr,cop.pres,v2p
dekilerleler case.loc,<ki>,num.pl,case.instr,cop.pres,v3p
dekilerlelerken case.loc,<ki>,num.pl,case.instr,cop.pres,v3p,converb
dekilerlelerse case.loc,<ki>,num.pl,case.instr,cop.cond,v3p
dekilerleysem case.loc,<ki>,num.pl,case.instr,cop.cond,v1s
dekilerleysen case.loc,<ki>,num.pl,case.instr,cop.cond,v2s
dekilerleyse case.loc,<ki>,num.pl,case.instr,cop.cond,v3s
dekilerleysek case.loc,<ki>,num.pl,case.instr,cop.cond,v1p
dekilerleyseniz case.loc,<ki>,num.pl,case.instr,cop.cond,v2p
dekilerleyseler case.loc,<ki>,num.pl,case.instr,cop.cond,v3p
dekilerleydim case.loc,<ki>,num.pl,case.instr,cop.past,v1s
dekilerleydin case.loc,<ki>,num.pl,case.instr,cop.past,v2s
dekilerleydi case.loc,<ki>,num.pl,case.instr,cop.past,v3s
dekilerleydik case.loc,<ki>,num.pl,case.instr,cop.past,v1p
dekilerleydiniz case.loc,<ki>,num.pl,case.instr,cop.past,v2p
dekilerlelerdi case.loc,<ki>,num.pl,case.instr,cop.past,v3p
dekilerleydiler case.loc,<ki>,num.pl,case.instr,cop.past,v3p
dekilerleymişim case.loc,<ki>,num.pl,case.instr,cop.evid,v1s
dekilerleymişsin case.loc,<ki>,num.pl,case.instr,cop.evid,v2s
dekilerleymiş case.loc,<ki>,num.pl,case.instr,cop.evid,v3s
dekilerleymişiz case.loc,<ki>,num.pl,case.instr,cop.evid,v1p
dekilerleymişsiniz case.loc,<ki>,num.pl,case.instr,cop.evid,v2p
dekilerleymişler case.loc,<ki>,num.pl,case.instr,cop.evid,v3p
dekilerlelermiş case.loc,<ki>,num.pl,case.instr,cop.evid,v3p
dekilerinken case.loc,<ki>,num.pl,case.gen,converb
dekilerinkenki case.loc,<ki>,num.pl,case.gen,converb,<ki>
dekilerinimdir case.loc,<ki>,num.pl,case.gen,cop.gen.1p.sg
dekilerinsindir case.loc,<ki>,num.pl,case.gen,cop.gen.2p.sg
dekilerindir case.loc,<ki>,num.pl,case.gen,cop.gen.3p.sg
dekilerinizdir case.loc,<ki>,num.pl,case.gen,cop.gen.1p.pl
dekilerinsinizdir case.loc,<ki>,num.pl,case.gen,cop.gen.2p.pl
dekilerindirler case.loc,<ki>,num.pl,case.gen,cop.gen.3p.pl
dekilerinlerdir case.loc,<ki>,num.pl,case.gen,cop.gen.3p.pl
dekilerinim case.loc,<ki>,num.pl,case.gen,cop.pres,v1s
dekilerinsin case.loc,<ki>,num.pl,case.gen,cop.pres,v2s
dekileriniz case.loc,<ki>,num.pl,case.gen,cop.pres,v1p
dekilerinsiniz case.loc,<ki>,num.pl,case.gen,cop.pres,v2p
dekilerinler case.loc,<ki>,num.pl,case.gen,cop.pres,v3p
dekilerinsem case.loc,<ki>,num.pl,case.gen,cop.cond,v1s
dekilerinsen case.loc,<ki>,num.pl,case.gen,cop.cond,v2s
dekilerinse case.loc,<ki>,num.pl,case.gen,cop.cond,v3s
dekilerinsek case.loc,<ki>,num.pl,case.gen,cop.cond,v1p
dekilerinseniz case.loc,<ki>,num.pl,case.gen,cop.cond,v2p
dekilerinseler case.loc,<ki>,num.pl,case.gen,cop.cond,v3p
dekilerindim case.loc,<ki>,num.pl,case.gen,cop.past,v1s
dekilerindin case.loc,<ki>,num.pl,case.gen,cop.past,v2s
dekilerindi case.loc,<ki>,num.pl,case.gen,cop.past,v3s
dekilerindik case.loc,<ki>,num.pl,case.gen,cop.past,v1p
dekilerindiniz case.loc,<ki>,num.pl,case.gen,cop.past,v2p
dekilerinlerdi case.loc,<ki>,num.pl,case.gen,cop.past,v3p
dekilerindiler case.loc,<ki>,num.pl,case.gen,cop.past,v3p
dekilerinmişim case.loc,<ki>,num.pl,case.gen,cop.evid,v1s
dekilerinmişsin case.loc,<ki>,num.pl,case.gen,cop.evid,v2s
dekilerinmiş case.loc,<ki>,num.pl,case.gen,cop.evid,v3s
dekilerinmişiz case.loc,<ki>,num.pl,case.gen,cop.evid,v1p
dekilerinmişsiniz case.loc,<ki>,num.pl,case.gen,cop.evid,v2p
dekilerinmişler case.loc,<ki>,num.pl,case.gen,cop.evid,v3p
dekilerinlermiş case.loc,<ki>,num.pl,case.gen,cop.evid,v3p
ninkiykenki case.gen,<ki>,converb,<ki>
ninkiyimdir case.gen,<ki>,cop.gen.1p.sg
ninkisindir case.gen,<ki>,cop.gen.2p.sg
ninkidir case.gen,<ki>,cop.gen.3p.sg
ninkiyizdir case.gen,<ki>,cop.gen.1p.pl
ninkisinizdir case.gen,<ki>,cop.gen.2p.pl
ninkidirler case.gen,<ki>,cop.gen.3p.pl
ninkilerdir case.gen,<ki>,cop.gen.3p.pl
ninkiyim case.gen,<ki>,cop.pres,v1s
ninkisin case.gen,<ki>,cop.pres,v2s
ninkiyiz case.gen,<ki>,cop.pres,v1p
ninkisiniz case.gen,<ki>,cop.pres,v2p
ninkiydim case.gen,<ki>,cop.past,v1s
ninkiydin case.gen,<ki>,cop.past,v2s
ninkiydi case.gen,<ki>,cop.past,v3s
ninkiydik case.gen,<ki>,cop.past,v1p
ninkiydiniz case.gen,<ki>,cop.past,v2p
ninkilerdi case.gen,<ki>,cop.past,v3p
ninkiydiler case.gen,<ki>,cop.past,v3p
ninkiymişim case.gen,<ki>,cop.evid,v1s
ninkiymişsin case.gen,<ki>,cop.evid,v2s
ninkiymiş case.gen,<ki>,cop.evid,v3s
ninkiymişiz case.gen,<ki>,cop.evid,v1p
ninkiymişsiniz case.gen,<ki>,cop.evid,v2p
ninkiymişler case.gen,<ki>,cop.evid,v3p
ninkiniyken case.gen,<ki>,case.acc,converb
ninkiniykenki case.gen,<ki>,case.acc,converb,<ki>
ninkiniysem case.gen,<ki>,case.acc,cop.cond,v1s
ninkiniysen case.gen,<ki>,case.acc,cop.cond,v2s
ninkiniyse case.gen,<ki>,case.acc,cop.cond,v3s
ninkiniysek case.gen,<ki>,case.acc,cop.cond,v1p
ninkiniyseniz case.gen,<ki>,case.acc,cop.cond,v2p
ninkiniyseler case.gen,<ki>,case.acc,cop.cond,v3p
ninkiniyim case.gen,<ki>,case.acc,cop.pres,v1s
ninkinisin case.gen,<ki>,case.acc,cop.pres,v2s
ninkiniyiz case.gen,<ki>,case.acc,cop.pres,v1p
ninkinisiniz case.gen,<ki>,case.acc,cop.pres,v2p
ninkiniler case.gen,<ki>,case.acc,cop.pres,v3p
ninkiniydim case.gen,<ki>,case.acc,cop.past,v1s
ninkiniydin case.gen,<ki>,case.acc,cop.past,v2s
ninkiniydi case.gen,<ki>,case.acc,cop.past,v3s
ninkiniydik case.gen,<ki>,case.acc,cop.past,v1p
ninkiniydiniz case.gen,<ki>,case.acc,cop.past,v2p
ninkiniydiler case.gen,<ki>,case.acc,cop.past,v3p
ninkinilerdi case.gen,<ki>,case.acc,cop.past,v3p
ninkiniymişim case.gen,<ki>,case.acc,cop.evid,v1s
ninkiniymişsin case.gen,<ki>,case.acc,cop.evid,v2s
ninkiniymiş case.gen,<ki>,case.acc,cop.evid,v3s
ninkiniymişiz case.gen,<ki>,case.acc,cop.evid,v1p
ninkiniymişsiniz case.gen,<ki>,case.acc,cop.evid,v2p
ninkiniymişler case.gen,<ki>,case.acc,cop.evid,v3p
ninkiniyimdir case.gen,<ki>,case.acc,cop.gen.1p.sg
ninkinisindir case.gen,<ki>,case.acc,cop.gen.2p.sg
ninkinidir case.gen,<ki>,case.acc,cop.gen.3p.sg
ninkiniyizdir case.gen,<ki>,case.acc,cop.gen.1p.pl
ninkinisinizdir case.gen,<ki>,case.acc,cop.gen.2p.pl
ninkinidirler case.gen,<ki>,case.acc,cop.gen.3p.pl
ninkinilerdir case.gen,<ki>,case.acc,cop.gen.3p.pl
ninkineyken case.gen,<ki>,case.dat,converb
ninkineykenki case.gen,<ki>,case.dat,converb,<ki>
ninkineysem case.gen,<ki>,case.dat,cop.cond,v1s
ninkineysen case.gen,<ki>,case.dat,cop.cond,v2s
ninkineyse case.gen,<ki>,case.dat,cop.cond,v3s
ninkineysek case.gen,<ki>,case.dat,cop.cond,v1p
ninkineyseniz case.gen,<ki>,case.dat,cop.cond,v2p
ninkineyseler case.gen,<ki>,case.dat,cop.cond,v3p
ninkineyim case.gen,<ki>,case.dat,cop.pres,v1s
ninkinesin case.gen,<ki>,case.dat,cop.pres,v2s
ninkineyiz case.gen,<ki>,case.dat,cop.pres,v1p
ninkinesiniz case.gen,<ki>,case.dat,cop.pres,v2p
ninkineler case.gen,<ki>,case.dat,cop.pres,v3p
ninkineydim case.gen,<ki>,case.dat,cop.past,v1s
ninkineydin case.gen,<ki>,case.dat,cop.past,v2s
ninkineydi case.gen,<ki>,case.dat,cop.past,v3s
ninkineydik case.gen,<ki>,case.dat,cop.past,v1p
ninkineydiniz case.gen,<ki>,case.dat,cop.past,v2p
ninkineydiler case.gen,<ki>,case.dat,cop.past,v3p
ninkinelerdi case.gen,<ki>,case.dat,cop.past,v3p
ninkineymişim case.gen,<ki>,case.dat,cop.evid,v1s
ninkineymişsin case.gen,<ki>,case.dat,cop.evid,v2s
ninkineymiş case.gen,<ki>,case.dat,cop.evid,v3s
ninkineymişiz case.gen,<ki>,case.dat,cop.evid,v1p
ninkineymişsiniz case.gen,<ki>,case.dat,cop.evid,v2p
ninkineymişler case.gen,<ki>,case.dat,cop.evid,v3p
ninkineyimdir case.gen,<ki>,case.dat,cop.gen.1p.sg
ninkinesindir case.gen,<ki>,case.dat,cop.gen.2p.sg
ninkinedir case.gen,<ki>,case.dat,cop.gen.3p.sg
ninkineyizdir case.gen,<ki>,case.dat,cop.gen.1p.pl
ninkinesinizdir case.gen,<ki>,case.dat,cop.gen.2p.pl
ninkinedirler case.gen,<ki>,case.dat,cop.gen.3p.pl
ninkindeyken case.gen,<ki>,case.loc,converb
ninkindeykenki case.gen,<ki>,case.loc,converb,<ki>
ninkindeyimdir case.gen,<ki>,case.loc,cop.gen.1p.sg
ninkindesindir case.gen,<ki>,case.loc,cop.gen.2p.sg
ninkindedir case.gen,<ki>,case.loc,cop.gen.3p.sg
ninkindeyizdir case.gen,<ki>,case.loc,cop.gen.1p.pl
ninkindesinizdir case.gen,<ki>,case.loc,cop.gen.2p.pl
ninkindedirler case.gen,<ki>,case.loc,cop.gen.3p.pl
ninkindelerdir case.gen,<ki>,case.loc,cop.gen.3p.pl
ninkindeyim case.gen,<ki>,case.loc,cop.pres,v1s
ninkindesin case.gen,<ki>,case.loc,cop.pres,v2s
ninkindeyiz case.gen,<ki>,case.loc,cop.pres,v1p
ninkindesiniz case.gen,<ki>,case.loc,cop.pres,v2p
ninkindeler case.gen,<ki>,case.loc,cop.pres,v3p
ninkindeysem case.gen,<ki>,case.loc,cop.cond,v1s
ninkindeysen case.gen,<ki>,case.loc,cop.cond,v2s
ninkindeyse case.gen,<ki>,case.loc,cop.cond,v3s
ninkindeysek case.gen,<ki>,case.loc,cop.cond,v1p
ninkindeyseniz case.gen,<ki>,case.loc,cop.cond,v2p
ninkindeyseler case.gen,<ki>,case.loc,cop.cond,v3p
ninkindeydim case.gen,<ki>,case.loc,cop.past,v1s
ninkindeydin case.gen,<ki>,case.loc,cop.past,v2s
ninkindeydi case.gen,<ki>,case.loc,cop.past,v3s
ninkindeydik case.gen,<ki>,case.loc,cop.past,v1p
ninkindeydiniz case.gen,<ki>,case.loc,cop.past,v2p
ninkindelerdi case.gen,<ki>,case.loc,cop.past,v3p
ninkindeydiler case.gen,<ki>,case.loc,cop.past,v3p
ninkindeymişim case.gen,<ki>,case.loc,cop.evid,v1s
ninkindeymişsin case.gen,<ki>,case.loc,cop.evid,v2s
ninkindeymiş case.gen,<ki>,case.loc,cop.evid,v3s
ninkindeymişiz case.gen,<ki>,case.loc,cop.evid,v1p
ninkindeymişsiniz case.gen,<ki>,case.loc,cop.evid,v2p
ninkindeymişler case.gen,<ki>,case.loc,cop.evid,v3p
ninkindelermiş case.gen,<ki>,case.loc,cop.evid,v3p
ninkindenken case.gen,<ki>,case.abl,converb
ninkindenkenki case.gen,<ki>,case.abl,converb,<ki>
ninkindenimdir case.gen,<ki>,case.abl,cop.gen.1p.sg
ninkindensindir case.gen,<ki>,case.abl,cop.gen.2p.sg
ninkindendir case.gen,<ki>,case.abl,cop.gen.3p.sg
ninkindenizdir case.gen,<ki>,case.abl,cop.gen.1p.pl
ninkindensinizdir case.gen,<ki>,case.abl,cop.gen.2p.pl
ninkindendirler case.gen,<ki>,case.abl,cop.gen.3p.pl
ninkindenlerdir case.gen,<ki>,case.abl,cop.gen.3p.pl
ninkindenim case.gen,<ki>,case.abl,cop.pres,v1s
ninkindensin case.gen,<ki>,case.abl,cop.pres,v2s
ninkindenyiz case.gen,<ki>,case.abl,cop.pres,v1p
ninkindensiniz case.gen,<ki>,case.abl,cop.pres,v2p
ninkindenler case.gen,<ki>,case.abl,cop.pres,v3p
ninkindensem case.gen,<ki>,case.abl,cop.cond,v1s
ninkindensen case.gen,<ki>,case.abl,cop.cond,v2s
ninkindense case.gen,<ki>,case.abl,cop.cond,v3s
ninkindensek case.gen,<ki>,case.abl,cop.cond,v1p
ninkindenseniz case.gen,<ki>,case.abl,cop.cond,v2p
ninkindenseler case.gen,<ki>,case.abl,cop.cond,v3p
ninkindendim case.gen,<ki>,case.abl,cop.past,v1s
ninkindendin case.gen,<ki>,case.abl,cop.past,v2s
ninkindendi case.gen,<ki>,case.abl,cop.past,v3s
ninkindendik case.gen,<ki>,case.abl,cop.past,v1p
ninkindendiniz case.gen,<ki>,case.abl,cop.past,v2p
ninkindenlerdi case.gen,<ki>,case.abl,cop.past,v3p
ninkindendiler case.gen,<ki>,case.abl,cop.past,v3p
ninkindenmişim case.gen,<ki>,case.abl,cop.evid,v1s
ninkindenmişsin case.gen,<ki>,case.abl,cop.evid,v2s
ninkindenmiş case.gen,<ki>,case.abl,cop.evid,v3s
ninkindenmişiz case.gen,<ki>,case.abl,cop.evid,v1p
ninkindenmişsiniz case.gen,<ki>,case.abl,cop.evid,v2p
ninkindeymişler case.gen,<ki>,case.abl,cop.evid,v3p
ninkindenlermiş case.gen,<ki>,case.abl,cop.evid,v3p
ninkiyleyken case.gen,<ki>,case.instr,converb
ninkiyleykenki case.gen,<ki>,case.instr,converb,<ki>
ninkiyleyimdir case.gen,<ki>,case.instr,cop.gen.1p.sg
ninkiylesindir case.gen,<ki>,case.instr,cop.gen.2p.sg
ninkiyledir case.gen,<ki>,case.instr,cop.gen.3p.sg
ninkiyleyizdir case.gen,<ki>,case.instr,cop.gen.1p.pl
ninkiylesinizdir case.gen,<ki>,case.instr,cop.gen.2p.pl
ninkiyledirler case.gen,<ki>,case.instr,cop.gen.3p.pl
ninkiylelerdir case.gen,<ki>,case.instr,cop.gen.3p.pl
ninkiyleyim case.gen,<ki>,case.instr,cop.pres,v1s
ninkiylesin case.gen,<ki>,case.instr,cop.pres,v2s
ninkiyleyiz case.gen,<ki>,case.instr,cop.pres,v1p
ninkiylesiniz case.gen,<ki>,case.instr,cop.pres,v2p
ninkiyleler case.gen,<ki>,case.instr,cop.pres,v3p
ninkiylelerken case.gen,<ki>,case.instr,cop.pres,v3p,converb
ninkiylelerse case.gen,<ki>,case.instr,cop.cond,v3p
ninkiyleysem case.gen,<ki>,case.instr,cop.cond,v1s
ninkiyleysen case.gen,<ki>,case.instr,cop.cond,v2s
ninkiyleyse case.gen,<ki>,case.instr,cop.cond,v3s
ninkiyleysek case.gen,<ki>,case.instr,cop.cond,v1p
